uuid,country,source,school_id,giga_school_id,name,education_level,student_count,connectivity,type_connectivity,connectivity_speed,electricity_availability,lat,lon
bcf94e71-bc3d-3deb-8004-3d0a254cfed0,Costa Rica,government,1397,G_CRI_001156,VUELTA DE KOOPER,Primary,42,YES,FO,10,Yes,10.474664,-84.37151505
5136c0ef-20e2-3345-aea1-2e4cffecc6bf,Costa Rica,government,1398,G_CRI_001157,LAS BRISAS,Primary,84,YES,ADSL,5,Yes,10.37337637,-84.31715571
8ee21aff-992b-3418-88b1-89c6df32b592,Costa Rica,government,1399,G_CRI_001158,COOPEVEGA,Primary,154,YES,LTE,6,Yes,10.72122197,-84.38996487
17776e6e-9f9d-3991-a54f-e8bbc4755f41,Costa Rica,government,1400,G_CRI_001159,EL CARMEN,Primary,18,YES,ADSL,2,Yes,10.43951437,-84.59632701
d1586021-8a5b-3a1e-95ca-3f1b8c654be4,Costa Rica,government,1401,G_CRI_001160,BOCA DE RIO CURENA,Primary,43,YES,LTE,6,Yes,10.76971108,-84.09683676
2dcaa2a2-74c1-35ec-a827-1b468670564d,Costa Rica,government,1402,G_CRI_001161,EL FUTURO,Primary,102,YES,ADSL,4,Yes,10.36641546,-84.55000241
d91dddb8-e2bb-3932-97e5-31b34afde02a,Costa Rica,government,1403,G_CRI_001162,SANTA ELENA,Primary,14,YES,LTE,6,Yes,10.89739918,-84.55752199
9abec6ef-6798-3586-838e-f1395eb7d087,Costa Rica,government,1404,G_CRI_001163,BONANZA,Primary,63,NO,,0,Yes,10.46651472,-84.52240844
fe5fdc74-7b64-37d0-8a1e-8c0437bf33a1,Costa Rica,government,1405,G_CRI_001164,LOS ANGELES,Primary,82,YES,ADSL,10,Yes,10.51043773,-84.30253027
0854feb9-ef76-339b-a0e1-3d5fc2f18069,Costa Rica,government,1406,G_CRI_001165,LOS ANGELES,Primary,278,YES,FO,10,Yes,10.45766393,-84.55601739
2a9900c6-8ebf-37f0-93ba-97f7460cffbb,Costa Rica,government,1407,G_CRI_001166,TRES AMIGOS,Primary,138,YES,FO,15,Yes,10.54329131,-84.31133395
10d3d05f-5ace-3c7d-9ef0-bcad422374d8,Costa Rica,government,1408,G_CRI_001167,SAN MARTIN,Primary,44,YES,LTE,6,Yes,10.63536307,-84.56175226
ae9339a7-6fc6-3b9d-be38-d018804fec7f,Costa Rica,government,1409,G_CRI_001168,LA URRACA,Primary,22,YES,LTE,6,Yes,10.78374214,-84.56817725
c2a64cb7-c122-3445-9454-d297cc6c9afd,Costa Rica,government,1410,G_CRI_001169,ESCALERAS,Primary,33,YES,LTE,6,Yes,10.91350137,-84.50530785
031c3f0c-338c-365b-b927-bb4330465819,Costa Rica,government,1411,G_CRI_001170,HERNANDEZ,Primary,110,YES,LTE,6,Yes,10.94902951,-84.64447034
d3c68813-f59b-3967-884e-4e7076c105e9,Costa Rica,government,1412,G_CRI_001171,LA UNIÃ“N,Primary,32,YES,LTE,6,Yes,10.51309399,-84.56606672
a00f6895-a56b-3657-b375-b701fd4d7d5e,Costa Rica,government,1413,G_CRI_001172,LA TROCHA,Primary,150,YES,LTE,6,Yes,11.01731336,-84.53834537
f33d8309-0253-3c40-a40e-4a268f0a4577,Costa Rica,government,1414,G_CRI_001173,COLONIA NARANJEÃ‘A,Primary,56,YES,LTE,6,Yes,10.70987584,-84.92975526
fbff64e1-a96a-3d5f-8006-c639da94f79c,Costa Rica,government,1415,G_CRI_001174,I.D.A. GARABITO,Primary,292,YES,FO,30,Yes,10.3611207,-84.33467167
1a8626f5-f0cb-3f09-a0d9-e37443703f78,Costa Rica,government,1416,G_CRI_001175,COOPE ISABEL,Primary,41,YES,FO,15,Yes,10.5250792,-84.30859182
86017e66-cd78-3474-b646-4bed59a072e7,Costa Rica,government,1417,G_CRI_001176,EL CAMPO (SAN PABLO),Primary,183,YES,ADSL,1,Yes,10.34487488,-84.42808454
e664bc99-0763-3c85-905b-93c3041da0e3,Costa Rica,government,1418,G_CRI_001177,SANTA ESPERANZA,Primary,34,YES,LTE,6,Yes,10.66420998,-84.576286
062fdf4d-c0a5-33d9-9445-56927efd798d,Costa Rica,government,1419,G_CRI_001178,I.D.A. LOS LAGOS,Primary,106,YES,3G,3,Yes,10.4630009,-84.2123934
933929a0-fc16-3c24-8475-d715d98a796a,Costa Rica,government,1420,G_CRI_001179,CAIMITOS,Primary,87,YES,ADSL,4,Yes,10.37239756,-84.47592975
68882bb1-b0da-37a5-b612-b8cc81dcff1d,Costa Rica,government,1421,G_CRI_001180,EL CARMEN,Primary,136,YES,FO,10,Yes,10.34695484,-84.43155312
0f2b70e1-3a32-304d-b3a6-389e3e9755d5,Costa Rica,government,1422,G_CRI_001181,EL ACHIOTE,,,NO,,0,No,10.7212104,-84.46455809
ca7257d9-5a84-34f1-939e-807b01da800f,Costa Rica,government,1423,G_CRI_001182,LA CASCADA,Primary,10,YES,FO,10,Yes,10.69307491,-84.33558201
118c0c82-29e7-3854-be67-fc4c705707c8,Costa Rica,government,1425,G_CRI_001183,LA ESPANOLITA,Primary,67,YES,3G,4,Yes,10.43510613,-84.20476183
fdec176e-3d31-33e7-bfa6-3569b400a93b,Costa Rica,government,1426,G_CRI_001184,YUCATAN,Primary,3,YES,FO,10,Yes,10.64046901,-84.15806478
fba8e270-14e4-3685-9ed8-bfafb5bd6a7f,Costa Rica,government,1427,G_CRI_001185,PUEBLO NUEVO,Primary,20,YES,FO,10,Yes,10.62967832,-84.39686554
17aff5de-2123-3255-8a7b-9143819eea76,Costa Rica,government,1428,G_CRI_001186,TRECE DE NOVIEMBRE,Primary,30,YES,ADSL,5,Yes,10.53125946,-84.70509865
3393de79-49e5-334e-aa98-08b76fafbf8f,Costa Rica,government,1429,G_CRI_001187,CARRIZAL,Primary,67,YES,ADSL,1,Yes,10.3665998,-84.20031193
509162a6-c22b-3f94-ab4e-1117c75c89d6,Costa Rica,government,1430,G_CRI_001188,SAN ISIDRO,Primary,21,YES,FO,15,Yes,10.8370285,-84.68142839
60f1acd9-f154-3285-b1c2-a5c7d998abf7,Costa Rica,government,1431,G_CRI_001189,SAN ALEJO,Primary,12,YES,LTE,6,Yes,10.78421938,-84.54131834
cc049d75-4849-37c3-8371-04a84e9392ff,Costa Rica,government,1432,G_CRI_001190,EL JARDIN,Primary,197,YES,ADSL,6,Yes,10.50051806,-84.2407401
f6a2356a-66ea-31cc-9cca-512000c8c5f3,Costa Rica,government,1433,G_CRI_001191,BETANIA,Primary,50,YES,LTE,6,Yes,10.66308959,-84.83227337
7757d95e-02bb-3d6a-b800-63f7a90eeb36,Costa Rica,government,1434,G_CRI_001192,EL JAUURI,Primary,138,YES,ADSL,6,Yes,10.44924007,-84.63819313
dcaae5f0-1e6b-3b45-9912-ca6463339ca2,Costa Rica,government,1435,G_CRI_001193,LA TRINIDAD,Primary,51,YES,FO,10,Yes,10.85780616,-84.65403748
f91cfd9d-757d-33b6-89bf-21dd4a9264e7,Costa Rica,government,1436,G_CRI_001194,I.D.A. EL RUBI,Primary,6,YES,3G,3,Yes,10.57138758,-84.16504072
fcf8efb1-3407-3de4-8e2b-d3ead835caba,Costa Rica,government,1437,G_CRI_001195,EL ROBLE,Primary,12,YES,LTE,6,Yes,10.84604187,-84.31097051
8a10818a-c465-3a5b-80a5-4b4ad71255bf,Costa Rica,government,1438,G_CRI_001196,JUAN RAFAEL CHACON CASTRO,Primary,455,YES,FO,40,Yes,10.52738196,-84.47967333
1ccedc66-68a2-3805-a32d-55d6e519ea74,Costa Rica,government,1439,G_CRI_001197,BOCA DEL RIO SAN CARLOS,Primary,10,YES,LTE,6,Yes,10.78133496,-84.19863406
ed9b06d2-a61c-38ed-ab69-5a4ac99b4d62,Costa Rica,government,1441,G_CRI_001198,LA UNION,Primary,36,YES,LTE,6,Yes,10.82836792,-84.71457386
126eaaaf-265d-325a-861b-1e9bfbf9ff86,Costa Rica,government,1443,G_CRI_001199,EL COROZO DE PATASTE,Primary,10,YES,LTE,6,Yes,10.66318841,-84.70798911
74d3e647-6600-304b-a69f-f94daf218209,Costa Rica,government,1444,G_CRI_001200,BUENA VISTA,Primary,52,YES,ADSL,5,Yes,10.275551,-84.4607674
4640dca4-565b-3669-8dd2-74d2459749bc,Costa Rica,government,1445,G_CRI_001201,BUENOS AIRES,Primary,131,YES,ADSL,10,Yes,10.38131315,-84.30311935
ec9bb6cb-ed45-375f-809d-0ac0c3dd85ab,Costa Rica,government,1446,G_CRI_001202,BUENOS AIRES,Primary,89,YES,FO,15,Yes,10.6669226,-84.84934622
cdbbf1fd-dc9a-3bb0-b5cc-3a2c039426a6,Costa Rica,government,1447,G_CRI_001203,EL BURIO,Primary,8,YES,LTE,6,Yes,10.62269906,-84.75898674
1c70cd24-4ba0-322d-a4e5-a6222704e109,Costa Rica,government,1448,G_CRI_001204,ACAPULCO,Primary,46,YES,FO,15,Yes,10.66458305,-84.54465396
b1cb8f83-9465-38cb-9bc3-817e0703e87e,Costa Rica,government,1449,G_CRI_001205,LA VIRGEN,Primary,90,YES,LTE,6,Yes,10.88063153,-84.60427667
1c4e5a71-5153-33e9-9568-092d670df983,Costa Rica,government,1450,G_CRI_001206,SANTA RITA,Primary,8,YES,LTE,6,Yes,10.74931647,-84.64744578
09bc4225-8317-328a-b58e-221075d03952,Costa Rica,government,1451,G_CRI_001207,CAÃ‘O CIEGO,Primary,15,YES,LTE,6,Yes,10.77431632,-84.74097026
d56b860b-412d-33a3-b1cd-6083e8384239,Costa Rica,government,1452,G_CRI_001208,LEONIDAS SEQUEIRA DUARTE,Primary,58,YES,LTE,6,Yes,10.89101837,-84.78591361
324e69df-1414-3f89-8567-40732566f51c,Costa Rica,government,1453,G_CRI_001209,NUEVA ESPERANZA,Primary,39,YES,LTE,6,Yes,10.89597882,-84.82234093
80d3b2df-7aff-3fb5-ae5b-46901599e63a,Costa Rica,government,1454,G_CRI_001210,MONTEALEGRE,Primary,26,YES,LTE,6,Yes,10.73736859,-84.70336525
6697f4b5-dd7d-3840-ac5c-26dbf618a325,Costa Rica,government,1455,G_CRI_001211,SANTA FE,Primary,38,YES,LTE,6,Yes,10.98251303,-84.56009091
751339e7-38c7-3be5-a413-cfe0f5172658,Costa Rica,government,1456,G_CRI_001212,SANTA LUCIA,Primary,44,YES,ADSL,4,Yes,10.45012593,-84.6078718
c0c5ebf3-b44a-3574-b32f-a9a3f4f6255d,Costa Rica,government,1457,G_CRI_001213,CHAPARRON,Primary,6,YES,3G,3,Yes,10.55803486,-84.20299492
a8fc4feb-1a6d-3d1c-8e4c-7f7a177e9154,Costa Rica,government,1458,G_CRI_001214,SAN VITO,Primary,25,YES,FO,10,Yes,10.74060024,-84.31934581
d637a36c-faac-3f16-8f07-c8083e6ca57c,Costa Rica,government,1459,G_CRI_001215,BUENOS AIRES,Primary,59,YES,FO,15,Yes,10.57532913,-84.5037094
02596efd-93bd-36fd-8bc4-84480b4348da,Costa Rica,government,1460,G_CRI_001216,EL CARMEN,Primary,20,YES,LTE,6,Yes,10.79001422,-84.30861441
47a2e638-9adb-3146-b75b-7b26a337a4f3,Costa Rica,government,1461,G_CRI_001217,LA PAZ,Primary,14,YES,LTE,6,Yes,10.70393385,-84.97156102
cd8c473d-51cb-34ff-9873-88442b908424,Costa Rica,government,1462,G_CRI_001218,CANANEO,Primary,11,YES,LTE,6,Yes,10.6734405,-84.65339257
18055f51-3136-3666-9f0d-290657f6ebde,Costa Rica,government,1463,G_CRI_001219,POCOSOL,Primary,38,YES,FO,10,Yes,10.95091888,-84.46632464
e2381275-e12b-3d7a-9c4e-eca37ac7dfce,Costa Rica,government,1464,G_CRI_001220,SAN JUAN,Primary,9,YES,LTE,6,Yes,10.66265561,-84.76801977
289ca72c-3e5a-3456-a196-0bcdf66e4f9c,Costa Rica,government,1465,G_CRI_001221,LOS CERRITOS,Primary,12,YES,ADSL,2,Yes,10.32273503,-84.59125025
abbe04cc-9ba1-37da-b7df-4777bb63c8a3,Costa Rica,government,1466,G_CRI_001222,EL PINAR,Primary,8,NO,,0,Yes,10.47948121,-84.22706954
0b30fc2b-bad8-36d5-a894-be86e09b58d6,Costa Rica,government,1467,G_CRI_001223,CARIBLANCO,Primary,90,YES,FO,15,Yes,10.27212651,-84.18253902
a9ecc068-4857-32fe-b301-dd038087aa9c,Costa Rica,government,1468,G_CRI_001224,CARLOS MAROTO QUIROS,Primary,250,YES,ADSL,4,Yes,10.36300319,-84.47295233
4750652f-723a-3c23-93fc-bd6584c87b3d,Costa Rica,government,1469,G_CRI_001225,MORAZAN,Primary,7,YES,LTE,6,Yes,10.64759365,-84.45542864
0e26a975-391d-3673-97b3-ccfe0ff22ba3,Costa Rica,government,1470,G_CRI_001226,EL PLOMO,Primary,42,YES,LTE,6,Yes,10.66537195,-84.49450719
6ea25669-f6fc-32d2-a03f-ab756ee390cb,Costa Rica,government,1472,G_CRI_001227,CERRO CORTES,Primary,254,YES,ADSL,10,Yes,10.44403962,-84.35797184
592c67e7-5c54-30ae-a9d1-0098cf55bdce,Costa Rica,government,1473,G_CRI_001228,SAMEN,Primary,10,YES,LTE,6,Yes,10.72310134,-84.83524083
8b6f629b-d12d-364f-9e03-c7d1e46315eb,Costa Rica,government,1474,G_CRI_001229,ARCO IRIS,Primary,21,YES,LTE,6,Yes,10.911487,-84.6826136
1ece25df-9208-32eb-ab80-82911b497b70,Costa Rica,government,1475,G_CRI_001230,PARAISO,Primary,9,YES,LTE,6,Yes,10.72217867,-84.49258284
347ae39d-f20a-3b8c-a702-b74e03c49b3f,Costa Rica,government,1476,G_CRI_001231,CARRIZAL,Primary,7,YES,LTE,6,Yes,10.77322268,-84.47846998
ec8c6e7c-21ed-3036-a9b0-e99691c6c3cf,Costa Rica,government,1477,G_CRI_001232,LA FLOR,Primary,8,YES,LTE,6,Yes,10.70537622,-84.74236006
6ebe620d-7cac-3230-9e50-bdfd6285a71f,Costa Rica,government,1478,G_CRI_001233,CHAMBACU,Primary,21,YES,FO,10,Yes,10.58938321,-84.61373682
b8001c73-0ad4-3789-ab5d-e6d377ba1be6,Costa Rica,government,1479,G_CRI_001234,SANTA FE,Primary,41,YES,LTE,6,Yes,10.72082831,-84.72128192
930ae17d-7fb5-3025-a733-c3e85447d2f8,Costa Rica,government,1480,G_CRI_001235,VIENTO FRESCO,Primary,14,YES,LTE,6,Yes,10.61436557,-84.79327099
4f0e1dfd-48df-33dd-b2b5-1c30165a48c5,Costa Rica,government,1481,G_CRI_001236,SAN ISIDRO,Primary,22,YES,LTE,6,Yes,10.67897456,-84.62411894
df18e140-e479-31e6-9135-b9e6bb919273,Costa Rica,government,1482,G_CRI_001237,COCOBOLO,Primary,6,YES,LTE,6,Yes,10.70130345,-84.42799852
179e84dc-03be-3a35-91ef-1bdeac68a1d8,Costa Rica,government,1484,G_CRI_001238,EL ENCANTO,Primary,82,YES,ADSL,4,Yes,10.49992477,-84.29170807
2b0aa9e2-518f-3ab8-9055-a4947704a68a,Costa Rica,government,1485,G_CRI_001239,MAJAGUA,Primary,45,YES,LTE,6,Yes,10.73973,-84.499363
170ae774-ff5d-3a09-a031-6e6e4e88e08d,Costa Rica,government,1486,G_CRI_001240,CASTELMARE,Primary,10,YES,LTE,6,Yes,10.61638157,-84.29363011
97e94752-630d-324c-bb67-572cd6e76783,Costa Rica,government,1487,G_CRI_001241,LOS ALMENDROS,Primary,59,YES,LTE,6,Yes,10.62104386,-84.32507285
f5c19e54-8979-390b-86cd-0f89188a8ef2,Costa Rica,government,1488,G_CRI_001242,COLONIA TORO AMARILLO,Primary,53,YES,ADSL,10,Yes,10.29960847,-84.24554691
bd84acfa-2092-39c8-a859-b0a362aa8add,Costa Rica,government,1489,G_CRI_001243,EL ABANICO,Primary,86,YES,3G,2,Yes,10.42869669,-84.58948101
eb85f8e0-8b3b-350a-82a4-9bc7ad758e60,Costa Rica,government,1490,G_CRI_001244,SECTOR ANGELES,Primary,224,YES,FO,10,Yes,10.43544299,-84.5685677
e11e3bfe-1e74-3c90-8d91-b903a190c02b,Costa Rica,government,1491,G_CRI_001245,COQUITALES,Primary,9,YES,LTE,6,Yes,10.73456904,-84.54673506
2a67a2f0-4d35-3294-8a42-d47edbaf370f,Costa Rica,government,1492,G_CRI_001246,CARLOS MARIA VASQUEZ ROJAS,Primary,92,YES,ADSL,1,Yes,10.39883002,-84.5624172
92516fb8-d2c7-38a7-848f-47baa048bd2c,Costa Rica,government,1493,G_CRI_001247,EL CONCHO,Primary,45,YES,FO,10,Yes,10.82568813,-84.44299562
108bc3b5-0c77-3a75-87fa-f3bd605a7256,Costa Rica,government,1494,G_CRI_001248,CURIRE,Primary,15,YES,LTE,6,Yes,10.82018935,-84.34426735
370c2ebb-0ff9-37dd-a531-d5ada799fd91,Costa Rica,government,1495,G_CRI_001249,QUIJONGO,Primary,7,YES,LTE,6,Yes,10.72094177,-84.58161742
8dbd4a77-5fd6-3447-9e9f-f36e804e5cc7,Costa Rica,government,1496,G_CRI_001250,CONCEPCION,Primary,222,YES,ADSL,5,Yes,10.33070284,-84.44202128
611ce8c6-b767-3864-b8a9-06fce65a2ca5,Costa Rica,government,1497,G_CRI_001251,SONAFLUCA,Primary,308,YES,ADSL,6,Yes,10.45601038,-84.58999311
70d18e43-ab30-39a2-b15a-d538a7b99d6d,Costa Rica,government,1498,G_CRI_001252,VILLA MARIA,Primary,10,YES,ADSL,6,Yes,10.45922308,-84.39116712
bb50764e-d4e6-3e3d-a541-9929bd83b507,Costa Rica,government,1499,G_CRI_001253,GERMAN ROJAS ARAYA,Primary,49,YES,LTE,6,Yes,10.51083007,-84.43241773
3e6302b1-7e23-3684-a1f1-ab2e0b623df7,Costa Rica,government,1500,G_CRI_001254,CORAZON DE JESUS,Primary,25,NO,,0,Yes,10.34381061,-84.17183898
e3df7690-41cd-352b-95e7-4272da99f56d,Costa Rica,government,1501,G_CRI_001255,CONCEPCION,Primary,38,YES,ADSL,2,Yes,10.43882798,-84.37683249
2cfa514a-ef50-3834-a044-33bc7c69c9ef,Costa Rica,government,1502,G_CRI_001256,EL COBANO,Primary,39,YES,LTE,6,Yes,10.81928281,-84.56625273
2aa569cc-9902-3c33-b29d-81729b0edcd1,Costa Rica,government,1503,G_CRI_001257,GUARUMAL,Primary,49,YES,LTE,6,Yes,10.7793818,-84.38109273
4dbf7995-afb0-338d-bfb3-5bb523d88be6,Costa Rica,government,1504,G_CRI_001258,SAN ANDRES,Primary,10,YES,LTE,6,Yes,10.56457698,-84.57115916
d7e0ffb8-c39e-3b4a-9518-fced74923ade,Costa Rica,government,1505,G_CRI_001259,DIOCESANO PADRE ELADIO SANCHO,,,NO,,0,No,10.32514395,-84.42563065
6d858bbf-9225-36b2-b695-980b9f72b32f,Costa Rica,government,1506,G_CRI_001260,SAN JOSE,Primary,118,YES,LTE,6,Yes,10.85026856,-84.66872171
ded5d126-af63-3348-9f4a-12de13c29120,Costa Rica,government,1507,G_CRI_001261,CUESTILLAS,Primary,83,YES,ADSL,2,Yes,10.36913963,-84.50605412
66ce50db-4898-37d8-a200-ca42bae5f2c6,Costa Rica,government,1508,G_CRI_001262,PUERTO NUEVO,Primary,4,YES,LTE,6,Yes,10.69756671,-84.7214527
83d15c47-d0d9-3f13-bc72-36982bc4e7c5,Costa Rica,government,1509,G_CRI_001263,EL EDEN,Primary,60,YES,LTE,6,Yes,10.65368534,-84.77927614
e3a6a99a-4723-37ec-a983-616470ecae22,Costa Rica,government,1510,G_CRI_001264,PITALITO SUR,Primary,96,YES,ADSL,2,Yes,10.40059707,-84.30779071
5044e852-927f-3c8b-a61d-577cb36860fd,Costa Rica,government,1511,G_CRI_001265,LA ORQUIDEA,Primary,18,NO,,0,Yes,10.6204739,-84.61934852
347b5062-9b13-30cd-94fb-d4730c8b19bb,Costa Rica,government,1512,G_CRI_001266,DULCE NOMBRE,Primary,104,YES,ADSL,5,Yes,10.38524096,-84.4353534
51a6b5f0-2fb7-3fb6-9f56-338670e8e1da,Costa Rica,government,1513,G_CRI_001267,CEDRAL,Primary,435,YES,ADSL,10,Yes,10.36694733,-84.43697944
1105c058-92a7-3c79-adff-e6746d14344f,Costa Rica,government,1514,G_CRI_001268,EL COMBATE,Primary,33,YES,LTE,6,Yes,11.00016239,-84.60158109
b2ae4d87-2b9b-3342-b6cb-2a92d7c5ffba,Costa Rica,government,1515,G_CRI_001269,SAN JOSE DE LA MONTANA,Primary,18,YES,3G,3,Yes,10.26466793,-84.38288746
c08aa44d-e264-3736-b687-5ae849d4df59,Costa Rica,government,1516,G_CRI_001270,LA VICTORIA,Primary,122,YES,ADSL,3,Yes,10.43100596,-84.23329383
03d5da8a-cda9-30a8-890d-260a65fe1195,Costa Rica,government,1517,G_CRI_001271,ESTERITO,Primary,48,YES,FO,10,Yes,10.54164,-84.50546909
41c59cdc-a48f-32c3-9d49-f03a91335369,Costa Rica,government,1518,G_CRI_001272,EL CARMEN,Primary,90,YES,ADSL,2,Yes,10.33018085,-84.20914599
639f5f9c-0422-30e0-874e-0b983c932742,Costa Rica,government,1519,G_CRI_001273,EL JOBO,Primary,84,YES,LTE,6,Yes,10.97959947,-84.67718539
ca7e3c96-70e1-3429-a617-2c7f5d86d33c,Costa Rica,government,1520,G_CRI_001274,EL MOLINO,Primary,83,YES,ADSL,5,Yes,10.40568168,-84.52671542
cee3609c-74b1-3e6e-b9af-3e45becfcaf7,Costa Rica,government,1521,G_CRI_001275,EL PALMAR,Primary,75,NO,,0,Yes,10.54132441,-84.26707937
03ca0d0c-3b94-3b15-b6d8-6b112e74a0b8,Costa Rica,government,1522,G_CRI_001276,EL PEJE,Primary,34,NO,,0,Yes,10.39404936,-84.49679274
dc5dbb01-4a17-332b-bb56-c4ea035968fa,Costa Rica,government,1523,G_CRI_001277,CARMEN LIDIA CASTRO RODRIGUEZ,Primary,142,YES,ADSL,10,Yes,10.37384473,-84.57921482
751d3658-bcbc-3ced-9903-dd893e311d3a,Costa Rica,government,1524,G_CRI_001278,LOS ALPES,Primary,66,YES,ADSL,1,Yes,10.35451815,-84.29261227
6a049efc-d22c-39dd-b7ab-2798c681b298,Costa Rica,government,1525,G_CRI_001279,EL SILENCIO,Primary,59,YES,LTE,6,Yes,10.63904582,-84.8057226
867eb34b-3de1-3e3a-8f47-181d9609eb17,Costa Rica,government,1526,G_CRI_001280,EL TANQUE,Primary,216,NO,,0,Yes,10.47774941,-84.58132746
c18b0375-f2aa-3a29-840d-57cb511a7bea,Costa Rica,government,1527,G_CRI_001281,EL SAINO,Primary,267,YES,ADSL,10,Yes,10.58011484,-84.28060393
4057e776-82ff-3f00-a57e-431b2ba4a1bd,Costa Rica,government,1528,G_CRI_001282,CLEMENTE MARIN RODRIGUEZ,Primary,262,YES,ADSL,3,Yes,10.47024993,-84.2770008
2f946fde-138f-3d5d-ad0f-ad08f5918090,Costa Rica,government,1529,G_CRI_001283,ENTRE RIOS,Primary,60,YES,ADSL,6,Yes,10.55730734,-84.74922755
f9e3a3e6-f36f-3ba3-b669-575c3f05d113,Costa Rica,government,1530,G_CRI_001284,ERMIDA BLANCO GONZALEZ,Primary,11,NO,,0,Yes,10.33013351,-84.48802594
62cabaa3-be06-3531-a25c-c59fcd702af4,Costa Rica,government,1531,G_CRI_001285,JUANILAMA,Primary,39,YES,LTE,6,Yes,10.66069486,-84.56536394
ab5205e6-1280-3221-9703-233552d09bbf,Costa Rica,government,1532,G_CRI_001286,ARISTIDES ROMAIN,Primary,37,YES,ADSL,4,Yes,10.3827112,-84.31858565
43479e61-2cf4-3d64-b363-4ea714a33ffb,Costa Rica,government,1533,G_CRI_001287,ANTONIO JOSE DE SUCRE,Primary,182,YES,ADSL,10,Yes,10.27799276,-84.42734979
5b7c2e4c-48c7-3ef8-8dae-8016999ebe24,Costa Rica,government,1534,G_CRI_001288,LAS MARIAS,Primary,7,YES,LTE,6,Yes,10.88073661,-84.87884462
a2f7b229-281d-3ee9-8b32-59ffe2c1fb62,Costa Rica,government,1535,G_CRI_001289,LAS NUBES,Primary,69,YES,LTE,6,Yes,10.90826222,-84.55376817
76202e21-25dc-3778-9ca1-2c80897b1fe8,Costa Rica,government,1536,G_CRI_001290,SAN ISIDRO ZAPATÃ“N,,,NO,,0,No,10.56830676,-84.52159959
343c0a99-91d2-3057-b4a1-ce7e3dc0f720,Costa Rica,government,1537,G_CRI_001291,ULIMA,Primary,44,NO,,0,Yes,10.45678395,-84.50430202
dd1fb87a-6b5d-3e97-bf7c-303687c4973c,Costa Rica,government,1538,G_CRI_001292,ISLA CHICA,Primary,103,YES,LTE,6,Yes,11.02881826,-84.5803637
85b7e440-d634-390d-8147-1cd38756fb1d,Costa Rica,government,1539,G_CRI_001293,JUAN BAUTISTA SOLIS RODRIGUEZ,Primary,391,YES,ADSL,5,Yes,10.33805805,-84.43176375
fec3d726-b07a-3691-a240-a5b2d864e767,Costa Rica,government,1540,G_CRI_001294,JUAN CHAVES ROJAS,Primary,510,YES,ADSL,20,Yes,10.32658345,-84.4321236
fb445840-eb88-34b1-9c85-e80f76a8bca8,Costa Rica,government,1541,G_CRI_001295,JUAN MANSO ESTEVEZ,Primary,140,YES,ADSL,10,Yes,10.47471052,-84.46394464
a6b82726-3d45-3bb0-a489-46b33d2754f5,Costa Rica,government,1542,G_CRI_001296,JUAN SANTAMARIA,Primary,94,NO,,0,Yes,10.39829809,-84.47397659
0774894b-605b-3540-837b-3deadec42f63,Costa Rica,government,1543,G_CRI_001297,LA CABANGA,Primary,44,YES,LTE,6,Yes,10.60889904,-84.84811396
fea66eb4-27a9-3c7b-9ac0-966bf45c8d20,Costa Rica,government,1544,G_CRI_001298,LA CEIBA,Primary,97,NO,,0,Yes,10.41687714,-84.44298244
4c266639-b3c6-32a3-adc8-0d20a5a2aeb4,Costa Rica,government,1545,G_CRI_001299,PROCOPIO GAMBOA VILLALOBOS,Primary,272,YES,ADSL,6,Yes,10.40724894,-84.59656094
4676940a-6442-3301-a608-4bb728ccc0e9,Costa Rica,government,1546,G_CRI_001300,LA FLOR,Primary,24,YES,ADSL,4,Yes,10.40108396,-84.24272241
d025a7d8-243d-3f8b-9926-167759b8e4a2,Costa Rica,government,1547,G_CRI_001301,CRUCITAS,Primary,9,YES,LTE,6,Yes,10.88721413,-84.3336016
46ce1287-1307-36a6-ae5a-4df1879b5d1c,Costa Rica,government,1548,G_CRI_001302,LA FORTUNA,Primary,473,YES,FO,10,Yes,10.47217962,-84.64245608
0847c61c-5ec1-3e5a-a311-26fe33c89ac7,Costa Rica,government,1549,G_CRI_001303,LA GUARIA,Primary,25,YES,ADSL,1,Yes,10.49644917,-84.65999968
8bf41da7-fe47-3c0e-9e5b-902d012fc8d1,Costa Rica,government,1550,G_CRI_001304,SAN ANTONIO,Primary,61,YES,FO,10,Yes,10.79166384,-84.59389857
534d72e8-1cb4-3334-9f4a-3b205d1301a2,Costa Rica,government,1551,G_CRI_001305,LA LEGUA,Primary,63,NO,,0,Yes,10.53140598,-84.2889032
f55a5bde-efe7-3367-b25c-e1ab79f0b1be,Costa Rica,government,1552,G_CRI_001306,LA PALMERA,Primary,185,YES,ADSL,5,Yes,10.41992617,-84.38307903
1be4152d-93b5-36c2-899a-d006b328e5ed,Costa Rica,government,1553,G_CRI_001307,LA NUEVA LUCHA,Primary,9,YES,LTE,6,Yes,10.79896727,-84.67674092
84e0379e-4e7e-3265-9ef6-4df2eb3cdede,Costa Rica,government,1554,G_CRI_001308,LA TABLA,Primary,55,YES,ADSL,5,Yes,10.41425481,-84.24036731
ab73f96a-30e1-3e05-a2b6-4d6c459307f4,Costa Rica,government,1555,G_CRI_001309,ECOLOGICA LA TIGRA,Primary,252,YES,ADSL,20,Yes,10.3399568,-84.58062022
